index,ContractAge,Position,Nationality,Height,Overall Pick,GAMES_PLAYED_t,G_t,A_t,P_t,PLUS_MINUS_t,PIM_t,GP_PLAYOFF_t,G_PLAYOFF_t,A_PLAYOFF_t,P_PLAYOFF_t,PLUS_MINUS_PLAYOFF_t,PIM_PLAYOFF_t,TOI_t,ixG_t,xG±/60_t,RelxG±/60_t,C±/60_t,RelC±/60_t,TOI_PLAYOFF_t,ixG_PLAYOFF_t,xG±/60_PLAYOFF_t,RelxG±/60_PLAYOFF_t,C±/60_PLAYOFF_t,RelC±/60_PLAYOFF_t,G_PG_t,P_PG_t,PIM_PG_t,G_PG_PLAYOFF_t,P_PG_PLAYOFF_t,GAMES_PLAYED_t1,G_t1,A_t1,P_t1,PLUS_MINUS_t1,PIM_t1,GP_PLAYOFF_t1,G_PLAYOFF_t1,A_PLAYOFF_t1,P_PLAYOFF_t1,PLUS_MINUS_PLAYOFF_t1,PIM_PLAYOFF_t1,TOI_t1,ixG_t1,xG±/60_t1,RelxG±/60_t1,C±/60_t1,RelC±/60_t1,TOI_PLAYOFF_t1,ixG_PLAYOFF_t1,xG±/60_PLAYOFF_t1,RelxG±/60_PLAYOFF_t1,C±/60_PLAYOFF_t1,RelC±/60_PLAYOFF_t1,G_PG_t1,P_PG_t1,PIM_PG_t1,G_PG_PLAYOFF_t1,P_PG_PLAYOFF_t1,GAMES_PLAYED_t2,G_t2,A_t2,P_t2,PLUS_MINUS_t2,PIM_t2,GP_PLAYOFF_t2,G_PLAYOFF_t2,A_PLAYOFF_t2,P_PLAYOFF_t2,PLUS_MINUS_PLAYOFF_t2,PIM_PLAYOFF_t2,TOI_t2,ixG_t2,xG±/60_t2,RelxG±/60_t2,C±/60_t2,RelC±/60_t2,TOI_PLAYOFF_t2,ixG_PLAYOFF_t2,xG±/60_PLAYOFF_t2,RelxG±/60_PLAYOFF_t2,C±/60_PLAYOFF_t2,RelC±/60_PLAYOFF_t2,G_PG_t2,P_PG_t2,PIM_PG_t2,G_PG_PLAYOFF_t2,P_PG_PLAYOFF_t2,GAMES_PLAYED_avg,G_avg,A_avg,P_avg,PLUS_MINUS_avg,PIM_avg,GP_PLAYOFF_avg,G_PLAYOFF_avg,A_PLAYOFF_avg,P_PLAYOFF_avg,PLUS_MINUS_PLAYOFF_avg,PIM_PLAYOFF_avg,TOI_avg,ixG_avg,xG±/60_avg,RelxG±/60_avg,C±/60_avg,RelC±/60_avg,TOI_PLAYOFF_avg,ixG_PLAYOFF_avg,xG±/60_PLAYOFF_avg,RelxG±/60_PLAYOFF_avg,C±/60_PLAYOFF_avg,RelC±/60_PLAYOFF_avg,G_PG_avg,P_PG_avg,PIM_PG_avg,G_PG_PLAYOFF_avg,P_PG_PLAYOFF_avg,Current Salary
Saku Maenalanen,29.0,R,FIN,76.0,125.0,64.0,4.0,6.0,10.0,0.0,16.0,5.0,0.0,1.0,1.0,0.0,12.0,9.0,5.92,-0.56,-0.74,-12.16,-13.64,7.816666666666666,0.06,-2.85,-1.36,-22.21,-14.72,0.0625,0.15625,0.25,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,4.0,6.0,10.0,0.0,16.0,5.0,0.0,1.0,1.0,0.0,12.0,9.0,5.92,-0.56,-0.74,-12.16,-13.64,7.816666666666666,0.06,-2.85,-1.36,-22.21,-14.72,0.0625,0.15625,0.25,0.0,0.2,"$750,000"
Jason Demers,35.0,D,CAN,73.0,186.0,1.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,0.0,4.0,4.0,-4.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,16.116666666666667,1.68,-0.51,-0.32,-1.3,3.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0975609756097561,0.6341463414634146,0.0,0.0,21.0,0.0,2.0,2.0,-2.5,13.0,0.0,0.0,0.0,0.0,0.0,0.0,8.058333333333334,0.84,-0.255,-0.16,-0.65,1.505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04878048780487805,0.3170731707317073,0.0,0.0,"$750,000"
Brady Keeper,27.0,D,CAN,74.0,121.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.166666666666666,0.0,-4.34,-4.59,-62.17,-68.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.166666666666666,0.0,-4.34,-4.59,-62.17,-68.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"$762,500"
Markus Nutivaara,29.0,D,FIN,73.0,189.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.85,0.0,4.12,3.47,43.71,27.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,30.0,0.0,10.0,10.0,1.0,12.0,5.0,0.0,0.0,0.0,-4.0,14.0,15.4,2.36,0.51,0.01,13.57,2.86,13.8,0.37,0.31,0.3,-1.4,-6.99,0.0,0.3333333333333333,0.4,0.0,0.0,15.5,0.0,5.5,5.5,0.5,6.0,2.5,0.0,0.0,0.0,-2.0,7.0,11.625,1.18,2.315,1.74,28.64,14.975,6.9,0.185,0.155,0.15,-0.7,-3.495,0.0,0.6666666666666666,0.2,0.0,0.0,"$1,500,000"
Chase Priskie,27.0,D,USA,72.0,177.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,14.233333333333333,0.26,0.12,-0.4,-1.74,-15.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,14.233333333333333,0.26,0.12,-0.4,-1.74,-15.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,"$800,000"
Andrej Sustr,33.0,D,CZE,79.0,121.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,1.0,0.0,1.0,-1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,11.416666666666666,0.28,-0.68,-0.99,-10.48,-13.5,0.0,0.0,0.0,0.0,0.0,0.0,0.06666666666666667,0.06666666666666667,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,1.0,0.0,1.0,-1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,11.416666666666666,0.28,-0.68,-0.99,-10.48,-13.5,0.0,0.0,0.0,0.0,0.0,0.0,0.06666666666666667,0.06666666666666667,0.4,0.0,0.0,"$750,000"
Luke Witkowski,33.0,D,USA,74.0,160.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.3,0.0,-1.23,-0.73,-47.61,-35.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.3,0.0,-1.23,-0.73,-47.61,-35.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"$750,000"
Slater Koekkoek,29.0,D,CAN,74.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,4.0,4.0,2.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,11.766666666666667,0.28,-0.71,-0.74,-3.38,-7.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21052631578947367,0.8421052631578947,0.0,0.0,18.0,1.0,0.0,1.0,-7.0,2.0,4.0,0.0,1.0,1.0,0.0,0.0,11.666666666666666,0.42,-0.48,-0.36,-20.77,-18.79,13.016666666666667,0.33,1.97,1.34,25.55,14.83,0.05555555555555555,0.05555555555555555,0.1111111111111111,0.0,0.25,18.5,0.5,2.0,2.5,-2.5,9.0,2.0,0.0,0.5,0.5,0.0,0.0,11.716666666666667,0.35,-0.595,-0.55,-12.075,-13.315,6.508333333333334,0.165,0.985,0.67,12.775,7.415,0.027777777777777776,0.13304093567251463,0.4766081871345029,0.0,0.125,"$925,000"
Adam Erne,28.0,L,USA,73.0,33.0,61.0,8.0,10.0,18.0,-12.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,12.5,5.27,-0.68,-0.33,-19.53,-9.63,0.0,0.0,0.0,0.0,0.0,0.0,0.13114754098360656,0.29508196721311475,0.3442622950819672,0.0,0.0,79.0,6.0,13.0,19.0,-22.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,13.1,8.49,-0.52,-0.03,-17.67,-5.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0759493670886076,0.24050632911392406,0.43037974683544306,0.0,0.0,45.0,11.0,9.0,20.0,-1.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,12.933333333333334,6.34,-0.39,0.02,-10.38,0.76,0.0,0.0,0.0,0.0,0.0,0.0,0.24444444444444444,0.4444444444444444,0.5777777777777777,0.0,0.0,61.666666666666664,8.333333333333334,10.666666666666666,19.0,-11.666666666666666,27.0,0.0,0.0,0.0,0.0,0.0,0.0,12.844444444444443,6.7,-0.5300000000000001,-0.11333333333333333,-15.860000000000001,-4.92,0.0,0.0,0.0,0.0,0.0,0.0,0.15051378417221953,0.3266775802571611,0.45080660656506266,0.0,0.0,"$2,100,000"
Daniel Walcott,29.0,L,CAN,73.0,140.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,10.85,0.1,-0.24,0.2,-26.87,-20.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,-1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,10.85,0.1,-0.24,0.2,-26.87,-20.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,"$750,000"
Dmitry Orlov,32.0,D,RUS,71.0,55.0,43.0,3.0,16.0,19.0,2.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,19.566666666666666,3.49,0.08,0.04,3.51,2.98,0.0,0.0,0.0,0.0,0.0,0.0,0.06976744186046512,0.4418604651162791,0.23255813953488372,0.0,0.0,76.0,12.0,23.0,35.0,25.0,44.0,6.0,0.0,1.0,1.0,-4.0,2.0,19.25,4.51,0.19,0.06,6.28,4.18,20.05,0.16,0.03,0.41,-7.31,8.52,0.15789473684210525,0.4605263157894737,0.5789473684210527,0.0,0.16666666666666666,51.0,8.0,14.0,22.0,16.0,20.0,5.0,0.0,3.0,3.0,-1.0,6.0,18.633333333333333,2.68,0.18,0.06,5.62,3.03,21.616666666666667,0.39,-1.51,-0.52,-6.17,1.64,0.1568627450980392,0.43137254901960786,0.39215686274509803,0.0,0.6,56.666666666666664,7.666666666666667,17.666666666666668,25.333333333333332,14.333333333333334,24.666666666666668,3.6666666666666665,0.0,1.3333333333333333,1.3333333333333333,-1.6666666666666667,2.6666666666666665,19.15,3.56,0.15,0.05333333333333334,5.136666666666667,3.3966666666666665,13.888888888888891,0.18333333333333335,-0.49333333333333335,-0.03666666666666668,-4.493333333333333,3.3866666666666667,0.1281749746002032,0.4445864433084535,0.4012207902336781,0.0,0.25555555555555554,"$5,100,000"
Madison Bowey,28.0,D,CAN,73.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.233333333333333,0.01,-2.08,-1.96,-35.72,-32.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.033333333333333,0.0,-0.27,0.19,-5.0,5.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,2.0,0.0,0.5,0.5,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.133333333333333,0.005,-1.175,-0.885,-20.36,-13.610000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,"$750,000"
Garnet Hathaway,32.0,R,USA,75.0,121.0,59.0,9.0,7.0,16.0,6.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,11.233333333333333,7.16,0.44,0.35,5.69,4.41,0.0,0.0,0.0,0.0,0.0,0.0,0.15254237288135594,0.2711864406779661,0.8813559322033898,0.0,0.0,76.0,14.0,12.0,26.0,19.0,57.0,6.0,1.0,1.0,2.0,-6.0,16.0,12.7,11.38,0.32,0.19,4.67,2.24,11.85,1.53,0.15,0.53,-19.72,-6.74,0.18421052631578946,0.34210526315789475,0.75,0.16666666666666666,0.3333333333333333,56.0,6.0,12.0,18.0,7.0,66.0,5.0,2.0,1.0,3.0,2.0,4.0,11.683333333333334,5.64,0.16,0.04,-1.6,-1.65,12.2,0.42,-0.61,0.22,-4.3,3.62,0.10714285714285714,0.32142857142857145,1.1785714285714286,0.4,0.6,63.666666666666664,9.666666666666666,10.333333333333334,20.0,10.666666666666666,58.333333333333336,3.6666666666666665,1.0,0.6666666666666666,1.6666666666666667,-1.3333333333333333,6.666666666666667,11.87222222222222,8.06,0.3066666666666667,0.19333333333333336,2.92,1.6666666666666667,8.016666666666666,0.65,-0.15333333333333332,0.25,-8.006666666666666,-1.04,0.1479652521133342,0.3115734250881441,0.936642453591606,0.18888888888888888,0.3111111111111111,"$1,500,000"
Brian Pinho,28.0,C,USA,73.0,174.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.8,0.28,0.04,-0.02,3.42,1.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.8,0.28,0.04,-0.02,3.42,1.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"$750,000"
Jonathan Toews,35.0,C,CAN,74.0,3.0,53.0,15.0,16.0,31.0,-31.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,13.883333333333333,5.04,-1.45,-0.54,-20.93,-3.08,0.0,0.0,0.0,0.0,0.0,0.0,0.2830188679245283,0.5849056603773585,0.8113207547169812,0.0,0.0,71.0,12.0,25.0,37.0,-14.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,13.45,8.61,-0.09,0.28,-6.58,4.32,0.0,0.0,0.0,0.0,0.0,0.0,0.16901408450704225,0.5211267605633803,0.5492957746478874,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,13.5,20.5,34.0,-22.5,41.0,0.0,0.0,0.0,0.0,0.0,0.0,13.666666666666666,6.824999999999999,-0.77,-0.13,-13.754999999999999,0.6200000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.22601647621578527,0.5530162104703693,0.6803082646824343,0.0,0.0,"$10,500,000"
Patrick Kane,35.0,R,USA,70.0,1.0,54.0,16.0,29.0,45.0,-23.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,16.316666666666666,8.86,-1.56,-0.6,-27.1,-8.6,0.0,0.0,0.0,0.0,0.0,0.0,0.2962962962962963,0.8333333333333334,0.18518518518518517,0.0,0.0,78.0,26.0,66.0,92.0,-19.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,17.65,11.59,-0.38,-0.1,-4.24,4.26,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,1.1794871794871795,0.23076923076923078,0.0,0.0,56.0,15.0,51.0,66.0,-7.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,17.916666666666668,8.94,-0.78,-0.28,-13.34,-2.79,0.0,0.0,0.0,0.0,0.0,0.0,0.26785714285714285,1.1785714285714286,0.25,0.0,0.0,62.666666666666664,19.0,48.666666666666664,67.66666666666667,-16.333333333333332,14.0,0.0,0.0,0.0,0.0,0.0,0.0,17.294444444444448,9.796666666666667,-0.9066666666666666,-0.32666666666666666,-14.893333333333336,-2.3766666666666665,0.0,0.0,0.0,0.0,0.0,0.0,0.2991622574955908,1.0637973137973138,0.22198480531813866,0.0,0.0,"$10,500,000"
Tanner Kero,31.0,C,USA,72.0,121.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,3.0,3.0,-5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.016666666666667,1.22,-0.36,-0.35,-12.31,-8.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13043478260869565,0.0,0.0,0.0,39.0,3.0,7.0,10.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,10.6,2.59,-0.13,-0.45,-0.08,-5.39,0.0,0.0,0.0,0.0,0.0,0.0,0.07692307692307693,0.2564102564102564,0.15384615384615385,0.0,0.0,31.0,1.5,5.0,6.5,-2.5,3.0,0.0,0.0,0.0,0.0,0.0,0.0,10.308333333333334,1.9049999999999998,-0.245,-0.4,-6.195,-6.705,0.0,0.0,0.0,0.0,0.0,0.0,0.038461538461538464,0.19342251950947603,0.07692307692307693,0.0,0.0,"$750,000"
Jordan Oesterle,31.0,D,USA,72.0,121.0,52.0,2.0,9.0,11.0,-9.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,16.25,2.06,-0.59,-0.25,-11.37,-2.23,0.0,0.0,0.0,0.0,0.0,0.0,0.038461538461538464,0.21153846153846154,0.36538461538461536,0.0,0.0,45.0,2.0,6.0,8.0,-7.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,17.566666666666666,1.6,-0.8,-0.37,-10.81,-0.41,0.0,0.0,0.0,0.0,0.0,0.0,0.044444444444444446,0.17777777777777778,0.08888888888888889,0.0,0.0,43.0,1.0,10.0,11.0,-10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,15.516666666666667,1.57,-0.26,-0.1,-10.18,-6.24,0.0,0.0,0.0,0.0,0.0,0.0,0.023255813953488372,0.2558139534883721,0.23255813953488372,0.0,0.0,46.666666666666664,1.6666666666666667,8.333333333333334,10.0,-8.666666666666666,11.0,0.0,0.0,0.0,0.0,0.0,0.0,16.444444444444443,1.7433333333333334,-0.55,-0.24,-10.786666666666667,-2.9600000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.03538726561982376,0.21504339760153712,0.22894388126946266,0.0,0.0,"$1,350,000"
Dylan Sikura,28.0,R,CAN,71.0,178.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.516666666666667,0.51,1.08,0.94,17.41,10.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,6.0,2.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,10.4,0.27,-0.34,-0.73,-0.8,-11.14,11.05,0.31,1.82,1.19,44.52,30.85,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,5.5,1.0,0.5,1.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,10.458333333333334,0.39,0.37,0.10499999999999998,8.305,-0.3700000000000001,5.525,0.155,0.91,0.595,22.26,15.425,0.16666666666666666,0.26666666666666666,0.0,0.0,0.0,"$750,000"
Matthew Highmore,27.0,C,CAN,71.0,121.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.4,0.07,-1.72,-1.06,-0.45,11.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,5.0,7.0,12.0,1.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,12.283333333333333,4.92,-0.28,-0.11,-13.67,-8.56,0.0,0.0,0.0,0.0,0.0,0.0,0.10869565217391304,0.2608695652173913,0.30434782608695654,0.0,0.0,24.0,0.0,2.0,2.0,-5.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,9.216666666666667,1.53,-0.63,-0.18,-3.55,3.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08333333333333333,0.25,0.0,0.0,24.0,1.6666666666666667,3.0,4.666666666666667,-1.0,6.666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,10.633333333333333,2.1733333333333333,-0.8766666666666666,-0.45,-5.89,2.26,0.0,0.0,0.0,0.0,0.0,0.0,0.036231884057971016,0.11473429951690821,0.1847826086956522,0.0,0.0,"$750,000"
Ryan Carpenter,32.0,C,USA,73.0,121.0,22.0,1.0,2.0,3.0,-5.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,8.966666666666667,1.52,-0.77,-0.4,-12.33,-7.35,0.0,0.0,0.0,0.0,0.0,0.0,0.045454545454545456,0.13636363636363635,0.45454545454545453,0.0,0.0,59.0,3.0,8.0,11.0,-10.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,11.016666666666667,4.61,-0.42,-0.01,-9.19,3.34,0.0,0.0,0.0,0.0,0.0,0.0,0.05084745762711865,0.1864406779661017,0.6101694915254238,0.0,0.0,40.0,4.0,1.0,5.0,-10.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,10.35,4.38,-0.23,0.28,4.92,13.79,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.125,0.475,0.0,0.0,40.333333333333336,2.6666666666666665,3.6666666666666665,6.333333333333333,-8.333333333333334,21.666666666666668,0.0,0.0,0.0,0.0,0.0,0.0,10.111111111111112,3.503333333333334,-0.47333333333333333,-0.043333333333333335,-5.533333333333334,3.26,0.0,0.0,0.0,0.0,0.0,0.0,0.06543400102722137,0.14926810477657934,0.5132383153569594,0.0,0.0,"$750,000"
Mattias Janmark,31.0,C,SWE,73.0,79.0,66.0,10.0,15.0,25.0,9.0,30.0,5.0,0.0,1.0,1.0,1.0,2.0,13.416666666666666,6.68,0.13,-0.38,1.08,-5.64,7.783333333333333,0.44,0.28,-0.12,7.67,-0.32,0.15151515151515152,0.3787878787878788,0.45454545454545453,0.0,0.2,67.0,9.0,16.0,25.0,3.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,13.366666666666667,9.51,0.14,-0.1,-1.13,-7.25,0.0,0.0,0.0,0.0,0.0,0.0,0.13432835820895522,0.373134328358209,0.31343283582089554,0.0,0.0,41.0,10.0,9.0,19.0,-17.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,13.816666666666666,4.3,-0.73,-0.22,-18.5,-8.49,0.0,0.0,0.0,0.0,0.0,0.0,0.24390243902439024,0.4634146341463415,0.1951219512195122,0.0,0.0,58.0,9.666666666666666,13.333333333333334,23.0,-1.6666666666666667,19.666666666666668,1.6666666666666667,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666666,13.533333333333331,6.829999999999999,-0.15333333333333332,-0.2333333333333333,-6.183333333333334,-7.126666666666668,2.5944444444444446,0.14666666666666667,0.09333333333333334,-0.04,2.5566666666666666,-0.10666666666666667,0.17658198291616567,0.40511228043080977,0.3210334138619541,0.0,0.06666666666666667,"$1,250,000"
